ID,CC_transfer,final_GPA,time_to_grad,extra_quarters,grad_on_time,graduated,total_units,gender,uc_ethnicity,first_gen_bachelors,ever_pell_fl,age_at_grad,CC_GPA_standard,entry_year,college_name,Calendar_Type
894,1,3.079746835,2.0,0.0,1,1,85.0,Female,Hispanic,First Gen,Y,22.25,1.136287711,2017,COLLEGE OF THE CANYO,Semester
895,1,3.212222222,2.0,0.0,1,1,93.0,Male,White Non-Hispanic,Not First Gen,Y,21.65,0.253508885,2016,GOLDEN WEST COLLEGE,Semester
896,1,3.658536585,1.75,-1.0,1,1,83.0,Male,White Non-Hispanic,Not First Gen,N,21.81,-0.472377619,2015,SANTA MONICA COLL,Semester
897,1,2.725974025,2.0,0.0,1,1,81.0,Female,Foreign,Not First Gen,N,24.72,-1.758573202,2018,SANTA MONICA COLL,Semester
898,1,3.608235294,2.0,0.0,1,1,96.5,Female,White Non-Hispanic,First Gen,Y,41.97,0.755784381,2019,LOS ANGELES CITY COL,Semester
899,1,3.455172413,2.25,1.0,0,1,87.0,Female,Hispanic,First Gen,N,22.75,0.513007595,2017,LOS ANGELES PIERCE C,Semester
900,1,3.796875,3.0,4.0,0,1,96.0,Male,Hispanic,Not First Gen,N,28.65,1.211110287,2016,PASADENA CITY COLLEG,Semester
901,1,3.154347826,2.0,0.0,1,1,96.0,Female,Foreign,First Gen,N,28.36,-0.717603315,2015,RIVERSIDE CITY COLLE,Semester
902,1,3.828395061,2.0,0.0,1,1,85.0,Female,White Non-Hispanic,Not First Gen,Y,22.98,0.794621815,2015,FOOTHILL COLLEGE,Quarter
903,1,3.856310679,2.0,0.0,1,1,105.5,Male,Asian or Pacific Islander,First Gen,N,22.01,0.252922697,2019,MISSION COLLEGE,Semester
904,1,2.673626373,2.0,0.0,1,1,100.0,Female,Foreign,Unknown/Other,N,23.44,0.054008593,2016,DE ANZA COLLEGE,Quarter
905,1,3.348571428,2.25,1.0,0,1,81.0,Male,Foreign,Not First Gen,N,24.88,0.772209645,2016,SANTA MONICA COLL,Semester
906,1,3.791919191,2.0,0.0,1,1,103.0,Male,Asian or Pacific Islander,First Gen,Y,23.15,1.007215222,2019,PASADENA CITY COLLEG,Semester
907,1,3.319318181,2.75,3.0,0,1,102.0,Female,Hispanic,First Gen,Y,24.25,-0.14936665,2019,YUBA COLLEGE,Semester
908,1,3.912328767,2.0,0.0,1,1,91.0,Female,Hispanic,First Gen,Y,22.17,1.007215222,2019,SANTA ANA COLLEGE,Semester
909,1,1.680851063,,,0,0,47.0,Female,Hispanic,First Gen,Y,,-1.90286085,2015,LOS ANGELES SOUTHWES,Semester
910,1,3.481052631,2.0,0.0,1,1,99.0,Female,Hispanic,First Gen,Y,21.85,0.928527673,2017,PASADENA CITY COLLEG,Semester
911,1,3.210526315,2.0,0.0,1,1,96.0,Male,White Non-Hispanic,First Gen,Y,23.6,-0.820640578,2018,CRAFTON HILLS COLLEG,Semester
912,1,3.84347826,2.5,2.0,0,1,92.0,Male,White Non-Hispanic,First Gen,Y,22.11,0.252922697,2019,SANTA MONICA COLL,Semester
913,1,3.934653465,2.0,0.0,1,1,101.0,Female,Hispanic,First Gen,N,23.01,-0.504592225,2016,MOORPARK COLLEGE,Semester
914,1,3.270454545,3.0,4.0,0,1,88.0,Male,Foreign,Not First Gen,N,30.54,0.252922697,2019,DIABLO VALLEY COLLEG,Semester
915,0,3.815135135,2.0,0.0,1,1,107.0,Male,White Non-Hispanic,Not First Gen,N,22.8,0.806070549,2019,UC RIVERSIDE,Quarter
916,1,3.907462686,3.0,4.0,0,1,157.0,Male,Asian or Pacific Islander,Not First Gen,Y,25.54,1.055224672,2018,SAN BERNARDINO VALLE,Semester
917,1,3.907291666,2.25,1.0,0,1,102.0,Female,White Non-Hispanic,Not First Gen,N,23.68,0.971709937,2016,EL CAMINO COLLEGE,Semester
918,1,3.260869565,,,0,0,58.0,Female,Black Non-Hispanic,Unknown/Other,Y,,-0.061361786,2018,LOS ANGELES SOUTHWES,Semester
919,1,3.16,,,0,0,94.0,Male,White Non-Hispanic,First Gen,Y,,-1.065968701,2017,MOORPARK COLLEGE,Semester
920,1,3.686486486,2.25,1.0,0,1,111.0,Female,White Non-Hispanic,First Gen,Y,30.3,-0.783892634,2016,SADDLEBACK COLLEGE,Semester
921,1,0.0,,,0,0,10.0,Female,Asian or Pacific Islander,Not First Gen,N,,-0.472377619,2015,SANTA MONICA COLL,Semester
922,1,3.475,1.25,-3.0,1,1,80.0,Female,Foreign,Not First Gen,N,24.86,0.852009761,2016,SANTA BARBARA CITY C,Semester
923,1,3.478481012,2.0,0.0,1,1,81.5,Female,Hispanic,Not First Gen,N,22.07,0.637663618,2017,IRVINE VALLEY COLLEG,Semester
924,1,2.127272727,,,0,0,74.0,Male,White Non-Hispanic,Not First Gen,N,,-0.265191874,2016,SAN DIEGO MESA COLLE,Semester
925,1,3.9775,2.25,1.0,0,1,99.0,Female,White Non-Hispanic,Not First Gen,Y,23.36,0.655212044,2019,SANTA MONICA COLL,Semester
926,1,3.018947368,2.25,1.0,0,1,99.0,Female,Asian or Pacific Islander,Not First Gen,N,24.46,-0.305091933,2016,GOLDEN WEST COLLEGE,Semester
927,1,3.910588235,2.5,2.0,0,1,89.0,Male,Foreign,First Gen,N,24.41,1.080718461,2015,FOOTHILL COLLEGE,Quarter
928,1,3.705263157,2.0,0.0,1,1,80.0,Female,Asian or Pacific Islander,Not First Gen,Y,22.59,1.091410112,2016,FOOTHILL COLLEGE,Quarter
929,1,3.854081632,2.75,3.0,0,1,106.0,Female,Hispanic,First Gen,Y,24.59,-2.663675068,2019,GLENDALE COMMUNITY C,Semester
930,1,3.66741573,2.0,0.0,1,1,92.0,Female,Foreign,Not First Gen,N,21.47,1.055224672,2018,PASADENA CITY COLLEG,Semester
931,1,2.129032258,,,0,0,40.0,Male,White Non-Hispanic,Not First Gen,Y,,-0.099080481,2019,SACRAMENTO CITY COLL,Semester
932,1,3.892105263,2.0,0.0,1,1,94.5,Female,Hispanic,Not First Gen,Y,22.61,0.102064192,2019,MOORPARK COLLEGE,Semester
933,1,3.9375,1.5,-2.0,1,1,94.0,Female,White Non-Hispanic,Not First Gen,N,38.18,1.007215222,2019,SANTA MONICA COLL,Semester
934,1,3.146666666,1.75,-1.0,1,1,80.0,Female,Asian or Pacific Islander,Unknown/Other,N,21.84,1.055224672,2018,SANTA MONICA COLL,Semester
935,1,3.23372093,2.0,0.0,1,1,86.0,Male,Asian or Pacific Islander,First Gen,Y,22.37,-0.650448623,2017,ORANGE COAST COLLEGE,Semester
936,0,3.907291666,2.5,2.0,0,1,116.0,Male,Foreign,Not First Gen,N,24.42,0.831907381,2018,UC DAVIS,Quarter
937,1,2.882222222,,,0,0,45.0,Male,Asian or Pacific Islander,First Gen,Y,,0.181557573,2015,DE ANZA COLLEGE,Quarter
938,1,3.535416666,3.0,4.0,0,1,155.0,Male,Asian or Pacific Islander,First Gen,Y,24.12,1.211110287,2016,PASADENA CITY COLLEG,Semester
939,0,3.16372549,2.0,0.0,1,1,102.0,Female,Foreign,First Gen,N,22.34,0.886975665,2017,GREEN RIVER CMTY COL,Quarter
940,1,3.332258064,7.25,21.0,0,1,137.0,Female,White Non-Hispanic,First Gen,N,27.4,-0.464692167,2016,SANTA MONICA COLL,Semester
941,1,3.478787878,2.0,0.0,1,1,99.0,Female,Hispanic,First Gen,Y,23.49,-1.445928994,2018,SADDLEBACK COLLEGE,Semester
942,1,3.494805194,2.0,0.0,1,1,93.0,Male,Foreign,Not First Gen,N,23.05,-0.249938987,2019,MOUNT SAN ANTONIO CO,Semester
943,1,3.456179775,2.0,0.0,1,1,77.0,Female,Hispanic,First Gen,Y,22.82,-0.305091933,2016,RIO HONDO COLLEGE,Semester
944,1,3.572340425,2.5,2.0,0,1,99.0,Female,Asian or Pacific Islander,Not First Gen,Y,22.42,0.42678327,2015,DE ANZA COLLEGE,Quarter
945,1,3.936283185,2.0,0.0,1,1,130.0,Female,"Unstated, Unknown, Other",Not First Gen,N,24.65,0.652509469,2016,EL CAMINO COLLEGE,Semester
946,0,3.572527472,2.0,0.0,1,1,96.0,Male,Foreign,Unknown/Other,N,21.48,0.655212044,2019,SHORELINE CMTY COLLE,Quarter
947,1,3.026315789,2.0,0.0,1,1,76.0,Female,Hispanic,First Gen,Y,24.7,-0.733552639,2017,LOS ANGELES MISSION,Semester
948,0,3.533009708,2.0,0.0,1,1,107.0,Male,Foreign,Not First Gen,N,20.75,0.787243922,2018,GREEN RIVER COLLEGE,Quarter
949,1,3.142424242,2.0,0.0,1,1,78.0,Male,Hispanic,First Gen,N,23.88,-1.044570911,2015,LOS ANGELES CITY COL,Semester
950,1,3.607228915,2.0,0.0,1,1,96.5,Female,Hispanic,First Gen,Y,26.92,-1.657635153,2015,SANTA MONICA COLL,Semester
951,1,3.455319148,2.0,0.0,1,1,95.0,Male,Foreign,Not First Gen,N,20.15,0.519263172,2018,DIABLO VALLEY COLLEG,Semester
952,1,2.934210526,2.0,0.0,1,1,76.0,Female,Hispanic,First Gen,Y,32.63,-1.535255911,2018,ANTELOPE VALLEY COLL,Semester
953,1,3.54065934,3.0,4.0,0,1,95.0,Female,White Non-Hispanic,First Gen,Y,59.89,0.251282422,2018,LOS ANGELES PIERCE C,Semester
954,1,3.143902439,2.0,0.0,1,1,86.0,Male,Asian or Pacific Islander,First Gen,N,23.54,0.345041371,2015,FULLERTON COLLEGE,Semester
955,0,3.758333333,2.25,1.0,0,1,94.0,Male,White Non-Hispanic,Not First Gen,N,22.96,-0.374005994,2018,CSU FULLERTON,Semester
956,1,2.596590909,2.0,0.0,1,1,88.0,Female,White Non-Hispanic,Not First Gen,Y,22.29,-0.284679078,2018,PORTERVILLE COLLEGE,Semester
957,1,3.458064516,2.25,1.0,0,1,94.5,Female,Black Non-Hispanic,Not First Gen,Y,24.85,0.794621815,2015,AMERICAN RIVER COLLE,Semester
958,1,3.732183908,2.0,0.0,1,1,87.0,Female,White Non-Hispanic,Not First Gen,N,21.75,-1.412409456,2015,GLENDALE COMMUNITY C,Semester
959,1,3.455357142,3.0,4.0,0,1,120.0,Male,White Non-Hispanic,Not First Gen,Y,31.82,0.055935509,2017,LOS ANGELES CITY COL,Semester
960,1,3.456382978,2.0,0.0,1,1,94.0,Male,Hispanic,Not First Gen,N,23.36,-1.739377052,2015,PALOMAR COLLEGE,Semester
961,1,3.808860759,2.0,0.0,1,1,87.0,Female,Asian or Pacific Islander,First Gen,N,22.77,1.055224672,2018,PASADENA CITY COLLEG,Semester
962,1,4.0,2.0,0.0,1,1,78.0,Female,Asian or Pacific Islander,Not First Gen,N,24.04,0.413109119,2016,PASADENA CITY COLLEG,Semester
963,1,3.416483516,2.0,0.0,1,1,91.0,Female,Hispanic,First Gen,N,23.46,-0.954630953,2018,GAVILAN COLLEGE,Semester
964,1,3.479220779,2.0,0.0,1,1,81.0,Male,White Non-Hispanic,First Gen,N,23.33,0.054008593,2016,SANTA MONICA COLL,Semester
965,1,3.1,2.5,2.0,0,1,95.0,Male,Asian or Pacific Islander,Not First Gen,N,23.29,0.429903579,2017,LOS ANGELES PIERCE C,Semester
966,0,3.305164319,2.25,1.0,0,1,120.0,Female,Asian or Pacific Islander,Not First Gen,N,22.7,-0.145410023,2015,UC SANTA CRUZ,Quarter
967,1,3.340350877,2.5,2.0,0,1,120.0,Male,Foreign,Not First Gen,N,23.55,0.251282422,2018,SACRAMENTO CITY COLL,Semester
968,0,3.283495145,2.5,2.0,0,1,111.0,Female,Foreign,First Gen,N,22.58,0.513007595,2017,BELLEVUE CMTY COLLEG,Quarter
969,1,3.273913043,2.0,0.0,1,1,98.0,Male,Foreign,First Gen,N,24.72,1.007215222,2019,SANTA MONICA COLL,Semester
970,0,3.83125,2.0,0.0,1,1,76.0,Female,Foreign,First Gen,N,22.26,0.856356717,2019,UC DAVIS,Quarter
971,1,3.508045977,2.0,0.0,1,1,87.0,Female,White Non-Hispanic,First Gen,N,23.78,0.554559603,2017,COLLEGE OF THE DESER,Semester
972,1,2.032352941,,,0,0,121.0,Female,Hispanic,Not First Gen,Y,,-1.897008856,2017,RIVERSIDE CITY COLLE,Semester
973,1,3.673563218,2.0,0.0,1,1,91.0,Male,Hispanic,First Gen,Y,24.77,-0.193376537,2017,SANTA MONICA COLL,Semester
974,1,3.48372093,1.75,-1.0,1,1,90.0,Female,Asian or Pacific Islander,Unknown/Other,N,22.26,-0.692000631,2017,VENTURA COLLEGE,Semester
975,1,0.751612903,,,0,0,35.0,Male,Hispanic,First Gen,Y,,-1.315280747,2017,HARTNELL COLLEGE,Semester
976,1,3.643023255,2.0,0.0,1,1,91.0,Female,Black Non-Hispanic,First Gen,Y,23.71,-0.554119517,2015,BERKELEY CITY COLLEG,Semester
977,1,3.94015748,4.0,8.0,0,1,136.0,Male,White Non-Hispanic,Not First Gen,Y,27.95,-2.412244226,2019,SANTA MONICA COLL,Semester
978,1,3.733333333,2.0,0.0,1,1,97.0,Male,Black Non-Hispanic,First Gen,N,26.67,-1.085441861,2015,LAS POSITAS COLLEGE,Semester
979,1,3.654651162,1.75,-1.0,1,1,86.0,Male,Asian or Pacific Islander,Not First Gen,Y,24.7,-0.601942165,2019,SANTA MONICA COLL,Semester
980,1,3.812941176,2.0,0.0,1,1,86.0,Female,Asian or Pacific Islander,First Gen,Y,25.87,-1.063193043,2016,DE ANZA COLLEGE,Quarter
981,1,3.423913043,2.5,2.0,0,1,96.0,Female,Foreign,Not First Gen,N,23.18,1.055224672,2018,PASADENA CITY COLLEG,Semester
982,1,3.512941176,2.5,2.0,0,1,89.0,Female,Black Non-Hispanic,First Gen,Y,45.22,-3.232467327,2018,SANTA MONICA COLL,Semester
983,1,2.9525,2.25,1.0,0,1,99.0,Female,Black Non-Hispanic,First Gen,Y,22.54,-2.211099553,2019,WEST VALLEY COLLEGE,Semester
984,1,3.712765957,2.0,0.0,1,1,94.0,Female,White Non-Hispanic,Not First Gen,N,22.12,0.251282422,2018,SANTA MONICA COLL,Semester
985,1,3.38765432,2.0,0.0,1,1,89.0,Male,Foreign,Not First Gen,N,23.62,0.845423657,2017,DE ANZA COLLEGE,Quarter
986,1,3.68,2.0,0.0,1,1,75.0,Male,White Non-Hispanic,First Gen,N,23.27,0.38591232,2015,SANTA MONICA COLL,Semester
987,1,3.79625,2.5,2.0,0,1,89.0,Female,Hispanic,Not First Gen,N,23.18,-1.606144802,2017,SANTA MONICA COLL,Semester
988,1,3.591780821,2.0,0.0,1,1,77.0,Male,Foreign,First Gen,N,24.37,0.637663618,2017,SANTA BARBARA CITY C,Semester
989,1,3.811940298,2.0,0.0,1,1,77.0,Female,Hispanic,First Gen,N,35.08,0.655212044,2019,LOS ANGELES CITY COL,Semester
990,1,3.912643678,2.0,0.0,1,1,85.5,Male,Asian or Pacific Islander,Not First Gen,N,23.65,0.429903579,2017,RIVERSIDE CITY COLLE,Semester
991,1,2.790217391,2.75,3.0,0,1,107.0,Female,White Non-Hispanic,First Gen,Y,38.95,0.37320906,2016,VENTURA COLLEGE,Semester
992,1,3.185,1.75,-1.0,1,1,89.0,Male,Foreign,Unknown/Other,N,23.33,0.655212044,2019,PALOMAR COLLEGE,Semester
993,1,3.984615384,1.75,-1.0,1,1,73.0,Male,White Non-Hispanic,Unknown/Other,N,21.94,1.136287711,2017,LOS ANGELES PIERCE C,Semester
994,1,3.858024691,2.0,0.0,1,1,81.0,Male,White Non-Hispanic,First Gen,Y,30.22,-0.702514502,2019,WEST VALLEY COLLEGE,Semester
995,1,3.529729729,2.25,1.0,0,1,78.0,Male,Hispanic,First Gen,Y,23.58,-0.816656654,2017,COLLEGE OF THE SEQUO,Semester
996,1,3.84,2.75,3.0,0,1,150.5,Male,Foreign,First Gen,N,23.05,-0.110272522,2017,FOOTHILL COLLEGE,Quarter
997,1,3.933333333,2.0,0.0,1,1,98.0,Male,Foreign,Not First Gen,N,22.49,1.13131017,2016,FULLERTON COLLEGE,Semester
998,1,2.766666666,4.0,8.0,0,1,138.0,Male,Asian or Pacific Islander,First Gen,Y,25.42,0.705498212,2019,NORCO COLLEGE,Semester
999,1,3.582894736,2.0,0.0,1,1,80.0,Male,White Non-Hispanic,Not First Gen,N,22.14,0.653253547,2018,MOORPARK COLLEGE,Semester
1000,1,3.530120481,2.0,0.0,1,1,87.0,Female,Foreign,Not First Gen,N,22.67,0.720767634,2017,SANTA BARBARA CITY C,Semester
